id,dateAdded,dateUpdated,address,categories,primaryCategories,city,country,keys,latitude,longitude,name,postalCode,province,sourceURLs,websites,features,state,feature_dict,price range
AWnW4CQrZ4Yw-wtdPgej,2019-04-01T03:00:33Z,2019-04-01T03:00:33Z,700 Beach Boulevard,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Jacksonville Beach,US,us/fl/jacksonvillebeach/700beachboulevard/1780593795,30.2878,-81.3966,Sonic Drive-In,32250,FL,https://www.yellowpages.com/jacksonville-beach-fl/mip/sonic-drive-in-4794606,http://www.sonicdrivein.com/,"{'open-hours': 'Do you know the hours for this business?', 'payment': 'amex, discover, master card, visa', 'neighborhoods': 'Jacksonville Beach, Beaches', 'categories': 'Fast Food Restaurants, Hamburgers & Hot Dogs, Hot Dog Stands & Restaurants, Restaurants, Take Out Restaurants ', 'Good for Kids': 'Yes', 'Cuisines': 'Burgers, American, Take Out, Hot Dogs, Fast Food'}",Florida,"{'open-hours': 'do you know the hours for this business?', 'payment': 'amex, discover, master card, visa', 'neighborhoods': 'jacksonville beach, beaches', 'categories': 'fast food restaurants, hamburgers & hot dogs, hot dog stands & restaurants, restaurants, take out restaurants', 'good for kids': 'yes', 'cuisines': 'burgers, american, take out, hot dogs, fast food'}",average
AV1ssExCa4HuVbed74xp,2017-07-22T23:44:39Z,2019-04-01T03:00:23Z,2909 James L Redman Parkway,"Breakfast,Fast Food,Health Food Restaurants,Take Out Restaurants,Bagel Shops,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops",Accommodation & Food Services,Plant City,US,us/fl/plantcity/2909jameslredmanparkway/-1631107135,27.98242,-82.12241,Panera Bread,33566,FL,"http://www.citysearch.com/profile/602107774/plant_city_fl/panera_bread.html,https://www.yellowpages.com/plant-city-fl/mip/panera-bread-3321592,https://www.allmenus.com/fl/plant-city/103301-panera-bread/menu/","https://locations.panerabread.com/fl/plant-city/2909-james-l--redman-parkway.html?utm_medium=display-adandutm_source=paid-digitalandutm_campaign=yextandutm_content=local-search,http://locations.panerabread.com/fl/plant-city/2909-james-l--redman-parkway.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search","{'open-hours': 'Regular HoursMon - Sun:7:00 am - 8:30 pm', 'brands': 'Horizon, Pepsi, Stonyfields', 'payment': 'amex, discover, master card, visa, cash', 'neighborhoods': 'Improvement League of Plant City', 'associations': 'Day-End Dough-Nation,Panera Bread Community Breadbox', 'weblinks': 'https://www.panerabread.com/en-us/cafe/locations/fl/plant-city/2909-james-l-redman-parkwayhttps://www.panerabread.com/en-us/home.htmlhttps://www.panerabread.com/en-us/menu.html', 'categories': 'Sandwich Shops, American Restaurants, Coffee Shops, Health Food Restaurants, Restaurants, Take Out Restaurants ', 'Wi-Fi': 'Free', 'Bike Parking': 'Yes', 'Attire': 'Casual', 'Good For Groups': 'Yes', 'Good for Kids': 'Yes', 'Take Out': 'Yes', 'Cuisines': 'Sandwiches, Diner, Cafe, Omelets', 'Takes Reservations': 'No', 'Outdoor Seating': 'Yes', 'Specialties': 'You Pick Two, Vegetarian Broth Bowls, Specialty Breads, Hand-Tossed Salads, Power Menu, Soup In a Breadbowl, Artisan Breads, Freshly-Baked Breads, Flatbread Sandwiches'}",Florida,"{'open-hours': 'regular hoursmon - sun:7:00 am - 8:30 pm', 'brands': 'horizon, pepsi, stonyfields', 'payment': 'amex, discover, master card, visa, cash', 'neighborhoods': 'improvement league of plant city', 'associations': 'day-end dough-nation,panera bread community breadbox', 'weblinks': 'https://www.panerabread.com/en-us/cafe/locations/fl/plant-city/2909-james-l-redman-parkwayhttps://www.panerabread.com/en-us/home.htmlhttps://www.panerabread.com/en-us/menu.html', 'categories': 'sandwich shops, american restaurants, coffee shops, health food restaurants, restaurants, take out restaurants', 'wi-fi': 'free', 'bike parking': 'yes', 'attire': 'casual', 'good for groups': 'yes', 'good for kids': 'yes', 'take out': 'yes', 'cuisines': 'sandwiches, diner, cafe, omelets', 'takes reservations': 'no', 'outdoor seating': 'yes', 'specialties': 'you pick two, vegetarian broth bowls, specialty breads, hand-tossed salads, power menu, soup in a breadbowl, artisan breads, freshly-baked breads, flatbread sandwiches'}",average
AVweavoRIN2L1WUf4ut7,2016-04-05T02:22:04Z,2019-04-01T03:00:16Z,4197 Tamiami Trl S,"Yogurt Manufacturers,Restaurant,Coffee Shops,Ice Cream and Frozen Desserts,Coffee and Espresso Restaurants,Fast Food Restaurants,Frozen Yogurt Shop,Dessert Restaurants,Restaurants,Ice Cream Shop",Accommodation & Food Services,Venice,US,us/fl/venice/4197tamiamitrls/-563147717,27.0499,-82.39514,Yo Fresh Yogurt Cafe,34293,FL,"http://www.citysearch.com/profile/768745600/venice_fl/yo_fresh_yogurt_cafe.html,https://www.yellowpages.com/venice-fl/mip/yo-fresh-yogurt-cafe-475043599,https://foursquare.com/v/yofresh-yogurt-cafe/509ff7fc498efdffc79cdfc8,https://www.tripadvisor.com/Restaurant_Review-g34705-d3628970-Reviews-Yofresh_Yogurt_Cafe-Venice_Florida.html",http://www.yofreshvenice.com/,"{'open-hours': 'Regular HoursMon - Thu:12:00 am - 9:30 pmSun:12:00 am - 9:30 pm', 'bbb-rating': 'A+BBB Rating and Accreditation information may be delayed up to a week.', 'payment': 'all major credit cards', 'neighborhoods': 'Woodmere Community Center', 'aka': 'YoFresh Yogurt Cafe of Venice', 'weblinks': 'http://www.yofreshvenice.com', 'categories': 'Ice Cream & Frozen Desserts ', 'Parking': 'Lot, Private', 'Wi-Fi': 'Free', 'Bike Parking': 'Yes', 'Wheelchair Accessible': 'Yes', 'Cuisines': 'Ice Cream, Dessert', 'Attire': 'Casual', 'Price Range ': 'Average'}",Florida,"{'open-hours': 'regular hoursmon - thu:12:00 am - 9:30 pmsun:12:00 am - 9:30 pm', 'bbb-rating': 'a+bbb rating and accreditation information may be delayed up to a week.', 'payment': 'all major credit cards', 'neighborhoods': 'woodmere community center', 'aka': 'yofresh yogurt cafe of venice', 'weblinks': 'http://www.yofreshvenice.com', 'categories': 'ice cream & frozen desserts', 'parking': 'lot, private', 'wi-fi': 'free', 'bike parking': 'yes', 'wheelchair accessible': 'yes', 'cuisines': 'ice cream, dessert', 'attire': 'casual', 'price range': 'average'}",average
AVwdckomByjofQCxpNa6,2016-04-03T00:15:11Z,2019-04-01T03:00:15Z,5750 Us Highway 98 N,"Carry-out food,Caterers,Restaurant delivery service,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",Accommodation & Food Services,Lakeland,US,us/fl/lakeland/5750ushighway98n/-66712705,28.11874,-81.97428,Pizza Hut,33809,FL,"https://www.allmenus.com/fl/lakeland/71049-pizza-hut/menu/,https://foursquare.com/v/pizza-hut/4c098160ffb8c9b65a0c6a61/menu,https://www.yellowpages.com/lakeland-fl/mip/pizza-hut-4353908",http://www.pizzahut.com/,{},Florida,{},average
AWde-EaLa4HuVbedaIfy,2018-11-29T09:22:42Z,2019-04-01T03:00:12Z,801 S University Dr Ste B114,"Carry-out food,International restaurants,Hot dog restaurants,American restaurants,Hamburger restaurants,Karaoke,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Fort Lauderdale,US,us/fl/fortlauderdale/801suniversitydrsteb114/-1871079961,26.1132,-80.25057,Five Guys Burgers Fries,33324,FL,"https://www.yellowpages.com/plantation-fl/mip/five-guys-burgers-fries-465289214,http://www.yellowbook.com/profile/five-guys-burgers-and-fries_1860595848.html",http://www.fiveguys.com/,"{'open-hours': 'Regular HoursM-Su Closed', 'payment': 'visa, amex, cash, discover, master card', 'location-description': 'The Fountains', 'neighborhoods': 'Plantation', 'weblinks': 'https://restaurants.fiveguys.com/801-s-university-drivehttp://www.fiveguys.com/Menuhttps://order.fiveguys.com/location/five-guys-plantation/menu', 'categories': 'Hamburgers & Hot Dogs, Fast Food Restaurants, Restaurants ', 'Parking': 'Lot, Private', 'Wi-Fi': 'Free', 'Bike Parking': 'Yes', 'Attire': 'Casual', 'Drive Through': 'No', 'Cuisines': 'Burgers, American, Hot Dogs, Fast Food', 'Takes Reservations': 'No', 'Outdoor Seating': 'No', 'Price Range ': 'Below Average'}",Florida,"{'open-hours': 'regular hoursm-su closed', 'payment': 'visa, amex, cash, discover, master card', 'location-description': 'the fountains', 'neighborhoods': 'plantation', 'weblinks': 'https://restaurants.fiveguys.com/801-s-university-drivehttp://www.fiveguys.com/menuhttps://order.fiveguys.com/location/five-guys-plantation/menu', 'categories': 'hamburgers & hot dogs, fast food restaurants, restaurants', 'parking': 'lot, private', 'wi-fi': 'free', 'bike parking': 'yes', 'attire': 'casual', 'drive through': 'no', 'cuisines': 'burgers, american, hot dogs, fast food', 'takes reservations': 'no', 'outdoor seating': 'no', 'price range': 'below average'}",below average
AV5SbXeza4HuVbedCC_y,2017-09-05T14:21:21Z,2019-04-01T03:00:00Z,100 State Road 60 E,"Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Lake Wales,US,us/fl/lakewales/100stateroad60e/-2061630068,27.89403,-81.58832,Burger King,33853,FL,"https://www.yellowpages.com/lake-wales-fl/mip/burger-king-525852200,http://www.yellowbook.com/profile/burger-king_1900569175.html",https://locations.bk.com/fl/lake-wales/100-e-state-rd-60.html,"{'open-hours': 'Regular HoursMon - Thu:5:00 am - 12:00 amFri - Sat:5:00 am - 1:00 amSun:5:00 am - 12:00 am', 'payment': 'cash', 'neighborhoods': 'Twin Lake Park', 'weblinks': 'https://burgerking.com/https://www.bk.com/menu', 'categories': 'Fast Food Restaurants, Hamburgers & Hot Dogs, Restaurants '}",Florida,"{'open-hours': 'regular hoursmon - thu:5:00 am - 12:00 amfri - sat:5:00 am - 1:00 amsun:5:00 am - 12:00 am', 'payment': 'cash', 'neighborhoods': 'twin lake park', 'weblinks': 'https://burgerking.com/https://www.bk.com/menu', 'categories': 'fast food restaurants, hamburgers & hot dogs, restaurants'}",average
AV4u9KUj3-Khe5l_R-2C,2017-07-20T08:59:56Z,2019-04-01T03:00:00Z,1978 State Road 60 E,"Restaurant,Carry-out food,Hot dog restaurants,Hamburger restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Lake Wales,US,us/fl/lakewales/1978stateroad60e/-1161002137,27.903734,-81.548805,McDonald's,33853,FL,"http://www.yellowbook.com/profile/mcdonalds_1898207136.html,https://www.yellowpages.com/lake-wales-fl/mip/mcdonalds-504715792",https://www.mcdonalds.com/us/en-us/location/FL/LAKE-WALES/1978-STATE-ROUTE-60/37303.html?cid=RF:YXT:RoN::Clicks,"{'open-hours': 'Regular HoursMon - Sun:Open 24 Hours', 'payment': 'amex, discover, master card, visa, all major credit cards, cash, debit', 'weblinks': 'http://www.mcdonalds.com/https://www.mcdonalds.com/us/en-us/full-menu.htmlhttps://mcdonalds.smart.link/mjuu1ggdi', 'categories': 'Fast Food Restaurants, Hamburgers & Hot Dogs, Restaurants, Take Out Restaurants ', 'Cuisines': 'Yogurt, Burgers, American, Sandwiches, Hot Dogs, Fast Food, Ice Cream, Healthy, Diner, Cafe, Omelets'}",Florida,"{'open-hours': 'regular hoursmon - sun:open 24 hours', 'payment': 'amex, discover, master card, visa, all major credit cards, cash, debit', 'weblinks': 'http://www.mcdonalds.com/https://www.mcdonalds.com/us/en-us/full-menu.htmlhttps://mcdonalds.smart.link/mjuu1ggdi', 'categories': 'fast food restaurants, hamburgers & hot dogs, restaurants, take out restaurants', 'cuisines': 'yogurt, burgers, american, sandwiches, hot dogs, fast food, ice cream, healthy, diner, cafe, omelets'}",average
AWnW3D95sVYjT2BJv28m,2019-04-01T02:59:49Z,2019-04-01T02:59:49Z,2994 Crawfordville HWay,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Crawfordville,US,us/fl/crawfordville/2994crawfordvillehway/696490760,30.17847,-84.37557,Hardee's,32327,FL,https://www.yellowpages.com/crawfordville-fl/mip/hardees-7611659,http://www.hardees.com/,"{'open-hours': 'Regular HoursMon - Thu:6:00 am - 9:30 pmFri - Sat:6:00 am - 11:00 pmSun:7:00 am - 9:30 pm', 'extra-phones': 'Phone:(850) 745-6025Fax:(850) 926-8337', 'payment': 'amex, discover, master card, visa, all major credit cards', 'aka': ""Hardee's Of Crawfordville"", 'weblinks': 'http://www.hardees.comhttps://locations.hardees.com/fl/crawfordville/2994-crawfordville-hwy', 'categories': 'Fast Food Restaurants, Hamburgers & Hot Dogs, Restaurants ', 'Good For Groups': 'Yes', 'Good for Kids': 'Yes', 'Attire': 'Casual', 'Cuisines': 'Burgers, American, Hot Dogs, Fast Food', 'Good For Family': 'Yes', 'Takes Reservations': 'No', 'Price Range ': 'Below Average'}",Florida,"{'open-hours': 'regular hoursmon - thu:6:00 am - 9:30 pmfri - sat:6:00 am - 11:00 pmsun:7:00 am - 9:30 pm', 'extra-phones': 'phone:(850) 745-6025fax:(850) 926-8337', 'payment': 'amex, discover, master card, visa, all major credit cards', 'aka': ""hardee's of crawfordville"", 'weblinks': 'http://www.hardees.comhttps://locations.hardees.com/fl/crawfordville/2994-crawfordville-hwy', 'categories': 'fast food restaurants, hamburgers & hot dogs, restaurants', 'good for groups': 'yes', 'good for kids': 'yes', 'attire': 'casual', 'cuisines': 'burgers, american, hot dogs, fast food', 'good for family': 'yes', 'takes reservations': 'no', 'price range': 'below average'}",below average
AWnW3RdEsVYjT2BJv3P1,2019-04-01T02:59:45Z,2019-04-01T02:59:45Z,2100 S Byron Butler Parkway,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Perry,US,us/fl/perry/2100sbyronbutlerparkway/106088,30.09849,-83.58297,Kfc,32348,FL,https://www.yellowpages.com/perry-fl/mip/kfc-1252822,https://www.kfc.com/store-locator?query=32348,"{'open-hours': 'Regular HoursMon - Thu:11:00 am - 10:00 pmFri - Sat:11:00 am - 11:00 pmSun:11:00 am - 10:00 pm', 'brands': 'KFC', 'payment': 'cash, amex, discover, master card, visa', 'weblinks': 'https://locations.kfc.com/fl/perry/2100-south-byron-butlerhttps://www.kfc.com/menu', 'categories': 'Fast Food Restaurants, Chicken Restaurants, Restaurants, Take Out Restaurants ', 'Good For Family': 'Yes', 'Cuisines': 'Chicken, Fast Food', 'Specialties': 'chicken nuggets, Chicken Little, sweet tea, dark meat chicken, nuggets, fried chicken sandwich, family meal, bucket of chicken, mac and cheese, extra crispy chicken, mashed potatoes, Famous Bowl, lemonade, spicy chicken, pot pie, chicken tenders, biscuits, chicken sandwich, fried chicken, Original Recipe chicken, kids meal', 'Good for Kids': 'Yes'}",Florida,"{'open-hours': 'regular hoursmon - thu:11:00 am - 10:00 pmfri - sat:11:00 am - 11:00 pmsun:11:00 am - 10:00 pm', 'brands': 'kfc', 'payment': 'cash, amex, discover, master card, visa', 'weblinks': 'https://locations.kfc.com/fl/perry/2100-south-byron-butlerhttps://www.kfc.com/menu', 'categories': 'fast food restaurants, chicken restaurants, restaurants, take out restaurants', 'good for family': 'yes', 'cuisines': 'chicken, fast food', 'specialties': 'chicken nuggets, chicken little, sweet tea, dark meat chicken, nuggets, fried chicken sandwich, family meal, bucket of chicken, mac and cheese, extra crispy chicken, mashed potatoes, famous bowl, lemonade, spicy chicken, pot pie, chicken tenders, biscuits, chicken sandwich, fried chicken, original recipe chicken, kids meal', 'good for kids': 'yes'}",average
AVwcv5MA_7pvs4fzyijx,2016-04-02T05:48:51Z,2019-04-01T02:59:40Z,7550 Us Highway 19 N,"Breakfast Spot,American Restaurants,Breakfast Spot and American Restaurant,American Restaurant,Fast Food Restaurants,Family Style Restaurants,Restaurants",Accommodation & Food Services,Pinellas Park,US,us/fl/pinellaspark/7550ushighway19n/1244903997,27.84077,-82.68536,Bob Evans Restaurant,33781,FL,"https://foursquare.com/v/bob-evans-restaurant/4c34ee4f4308b713fd8fc430/menu,https://foursquare.com/v/bob-evans-restaurant/4c34ee4f4308b713fd8fc430,https://www.yellowpages.com/pinellas-park-fl/mip/bob-evans-restaurant-5742640","http://www.bobevans.com/,http://bobevans.com/,https://www.bobevans.com/our-restaurants/locations/145","{'open-hours': 'Regular HoursMon - Sun:7:00 am - 9:00 pm', 'extra-phones': 'Phone:(727) 541-3697', 'payment': 'master card, all major credit cards, amex, visa, discover', 'weblinks': 'http://www.bobevans.comhttps://www.bobevans.com/our-restaurants/locations/145', 'categories': 'Restaurants, American Restaurants, Family Style Restaurants, Fast Food Restaurants ', 'Cuisines': 'American, Family Style, Fast Food', 'Wi-Fi': 'Free', 'Takes Reservations': 'No', 'Parking': 'Lot, Private', 'Outdoor Seating': 'No'}",Florida,"{'open-hours': 'regular hoursmon - sun:7:00 am - 9:00 pm', 'extra-phones': 'phone:(727) 541-3697', 'payment': 'master card, all major credit cards, amex, visa, discover', 'weblinks': 'http://www.bobevans.comhttps://www.bobevans.com/our-restaurants/locations/145', 'categories': 'restaurants, american restaurants, family style restaurants, fast food restaurants', 'cuisines': 'american, family style, fast food', 'wi-fi': 'free', 'takes reservations': 'no', 'parking': 'lot, private', 'outdoor seating': 'no'}",average
AVzBAGTjLD2H7whiWJNU,2017-06-19T15:37:27Z,2019-04-01T02:58:25Z,3500 W Genesee St,"Mexican Restaurant,Restaurant,Mexican Restaurants,Mexican,Breakfast,Vegetarian,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Restaurants",Accommodation & Food Services,Syracuse,US,us/ny/syracuse/3500wgeneseest/-864103396,43.0488,-76.2312,Taco Bell,13219,NY,"https://foursquare.com/v/taco-bell/4c3e0ef26faac9b602b10d76,http://www.citysearch.com/profile/7675869/syracuse_ny/taco_bell.html,https://www.yellowpages.com/syracuse-ny/mip/taco-bell-9158567,https://foursquare.com/v/taco-bell/4c3e0ef26faac9b602b10d76/menu,https://www.allmenus.com/ny/syracuse/208480-taco-bell/menu/","https://locations.tacobell.com/ny/syracuse/3500-w-genesee-st.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=004541&utm_content=website,http://www.tacobell.com/","{'open-hours': 'Regular HoursMon - Thu:7:00 am - 1:00 amFri - Sat:7:00 am - 2:00 amSun:7:00 am - 1:00 am', 'brands': 'Airheads, Brisk, Cinnabon, Dr Pepper, Lipton, MTN Dew, Mountain Dew, Pepsi, Sierra Mist, Starburst', 'payment': 'master card, visa, amex, discover, cash', 'neighborhoods': 'Fairmount', 'weblinks': 'https://locations.tacobell.com/ny/syracuse/3500-w-genesee-st.htmlhttps://www.tacobell.com/foodhttps://www.tacobell.com/food', 'categories': 'Fast Food Restaurants, Mexican Restaurants, Restaurants ', 'Drive Through': 'Yes', 'Good For Family': 'Yes', 'Good For Groups': 'Yes', 'Good for Kids': 'Yes', 'Bike Parking': 'Yes', 'Attire': 'Casual', 'Take Out': 'Yes', 'Cuisines': 'Mexican, Fast Food, Latin American, Vegetarian, Omelets', 'Takes Reservations': 'No', 'Outdoor Seating': 'No', 'Price Range ': 'Below Average'}",New York,"{'open-hours': 'regular hoursmon - thu:7:00 am - 1:00 amfri - sat:7:00 am - 2:00 amsun:7:00 am - 1:00 am', 'brands': 'airheads, brisk, cinnabon, dr pepper, lipton, mtn dew, mountain dew, pepsi, sierra mist, starburst', 'payment': 'master card, visa, amex, discover, cash', 'neighborhoods': 'fairmount', 'weblinks': 'https://locations.tacobell.com/ny/syracuse/3500-w-genesee-st.htmlhttps://www.tacobell.com/foodhttps://www.tacobell.com/food', 'categories': 'fast food restaurants, mexican restaurants, restaurants', 'drive through': 'yes', 'good for family': 'yes', 'good for groups': 'yes', 'good for kids': 'yes', 'bike parking': 'yes', 'attire': 'casual', 'take out': 'yes', 'cuisines': 'mexican, fast food, latin american, vegetarian, omelets', 'takes reservations': 'no', 'outdoor seating': 'no', 'price range': 'below average'}",below average
AWizofyt3-Khe5l_0heu,2019-02-03T13:09:58Z,2019-04-01T02:57:19Z,203-11 Northern Blvd,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",Accommodation & Food Services,Bayside,US,us/ny/bayside/203-11northernblvd/-1161002137,40.7579,-73.7798,McDonald's,11361,NY,http://www.citysearch.com/profile/604298572/bayside_ny/mcdonald_s.html,https://www.mcdonalds.com/us/en-us/location/NY/BAYSIDE/203-11-NORTHERN-BLVD/11468.html?cid=RF:YXT:RoN::Clicks,{},New York,{},average
AVzoCCGv3D1zeR_xCU0W,2017-06-27T05:31:06Z,2019-04-01T02:56:47Z,220 5th Avenue Extension Rte 30,"Ice Cream Parlors,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Frozen Yogurt Shops,Sandwich Shops",Accommodation & Food Services,Gloversville,US,us/ny/gloversville/2205thavenueextensionrte30/-1161002137,43.0592,-74.3231,McDonald's,12078,NY,"https://foursquare.com/v/mcdonalds/4bdafc523904a5934f23489e/menu,http://www.citysearch.com/profile/765726330/gloversville_ny/mcdonald_s.html","https://www.mcdonalds.com/us/en-us/location/NY/GLOVERSVILLE/220-5TH-AVENUE-EXTENSION-RTE-30/10452.html?cid=RF:YXT:RoN::Clicks,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral",{},New York,{},average
AVzA9Jdy3D1zeR_xBB6o,2017-06-19T15:24:34Z,2019-04-01T02:56:39Z,106 Wolf Rd,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Cafes,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Accommodation & Food Services,Albany,US,us/ny/albany/106wolfrd/-1161002137,42.717,-73.81,McDonald's,12205,NY,"https://foursquare.com/v/mcdonalds/4b95ab7ff964a520acae34e3,http://www.yellowbook.com/profile/mcdonalds_1502674366.html,http://www.citysearch.com/profile/7583125/albany_ny/mcdonald_s.html",https://www.mcdonalds.com/us/en-us/location/NY/ALBANY/106-WOLF-RD/3681.html?cid=RF:YXT:RoN::Clicks,{},New York,{},average
AV1dZqYhIxWefVJwe3zm,2017-07-20T00:29:54Z,2019-04-01T02:54:28Z,2201 Cumberland St,"Pizza,Italian,Caterers,Cafeteria restaurants,American restaurants,Karaoke,Italian restaurants,Fast Food Restaurants,Fast Food,Catering,Restaurants",Accommodation & Food Services,Lebanon,US,us/pa/lebanon/2201cumberlandst/402958390,40.3399,-76.4183,Mancino's Pizza,17042,PA,"https://www.yellowbook.com/profile/mancinos-pizza_1497180594.html,http://www.yellowbook.com/profile/mancinos-pizza_1497180594.html,http://www.citysearch.com/profile/8747061/lebanon_pa/mancino_s_pizza.html",http://www.groupon.com/,{},Pennsylvania,{},average
AWi4xxPdIxWefVJwFbQ4,2019-02-04T12:20:37Z,2019-03-31T07:20:32Z,1073 State Highway 31,"Ice Cream Parlors,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",Accommodation & Food Services,Port Byron,US,us/ny/portbyron/1073statehighway31/-1161002137,43.0238,-76.6709,McDonald's,13140,NY,"https://foursquare.com/v/mcdonalds/4c1a2d24d4d9c9289506f229,http://www.citysearch.com/profile/7661160/port_byron_ny/mc_donald_s.html","http://mcdonalds.com/,https://www.mcdonalds.com/us/en-us/location/NY/PORT-BYRON/NYS-THRUWAY-MM-310-E/12313.html?cid=RF:YXT:RoN::Clicks",{},New York,{},average
AV5AQqPeRxPSIh2Rgfm_,2017-09-02T01:41:15Z,2019-03-31T07:18:56Z,122 Dennison Parkway E,"Fast Food Restaurant,Fast Food",Accommodation & Food Services,Corning,US,us/ny/corning/122dennisonparkwaye/-2061630068,42.1439,-77.0596,Burger King,14830,NY,"http://www.citysearch.com/profile/690642800/corning_ny/burger_king.html,https://foursquare.com/v/burger-king/4be8644da117b713c06881c8","https://locations.bk.com/ny/corning/122-dennison-parkway-e.html,http://www.bk.com/",{},New York,{},average
AWiznDlfIxWefVJwFQla,2019-02-03T13:22:09Z,2019-03-31T07:17:48Z,6092 St Lawrence Center,Fast Food,Accommodation & Food Services,Massena,US,us/ny/massena/6092stlawrencecenter/-791445730,44.9494,-74.8384,Wendy's,13662,NY,http://www.citysearch.com/profile/7697052/massena_ny/wendy_s.html,https://locations.wendys.com/united-states/ny/massena/6092-st-lawrence-center,{},New York,{},average
AV1tcmTMa4HuVbed8ERb,2017-07-23T03:16:39Z,2019-03-31T07:17:34Z,103 E Main St,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Canton,US,us/ny/canton/103emainst/-1055723171,44.5974,-75.1506,Domino's Pizza,13617,NY,"https://www.yellowpages.com/canton-ny/mip/dominos-pizza-1452863,https://foursquare.com/v/dominos-pizza/4d41f0bbaed776ebada46997,http://www.citysearch.com/profile/603883650/canton_ny/domino_s_pizza.html","https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps","{'open-hours': 'Regular HoursMon - Thu:10:30 am - 1:00 amFri - Sat:10:30 am - 3:00 amSun:10:30 am - 1:00 am', 'extra-phones': 'Phone:(315) 686-5300', 'payment': 'cash, visa, amex, discover, master card, all major credit cards, diners club, jcb', 'weblinks': 'http://www.dominos.comhttps://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps', 'categories': 'Pizza, Fast Food Restaurants, Restaurants, Take Out Restaurants ', 'Cuisines': 'Take Out, Fast Food, Pizza'}",New York,"{'open-hours': 'regular hoursmon - thu:10:30 am - 1:00 amfri - sat:10:30 am - 3:00 amsun:10:30 am - 1:00 am', 'extra-phones': 'phone:(315) 686-5300', 'payment': 'cash, visa, amex, discover, master card, all major credit cards, diners club, jcb', 'weblinks': 'http://www.dominos.comhttps://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps', 'categories': 'pizza, fast food restaurants, restaurants, take out restaurants', 'cuisines': 'take out, fast food, pizza'}",average
AV1c2je8a4HuVbed5jXI,2017-07-19T21:56:31Z,2019-03-31T07:10:29Z,4958 State Route 23,"Ice Cream Parlors,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Frozen Yogurt Shops,Sandwich Shops",Accommodation & Food Services,Oneonta,US,us/ny/oneonta/4958stateroute23/-1161002137,42.4472,-75.05,McDonald's,13820,NY,"https://foursquare.com/v/mcdonalds/4b7e0479f964a52044df2fe3,https://foursquare.com/v/mcdonalds/4b7e0479f964a52044df2fe3/menu,http://www.citysearch.com/profile/7706126/oneonta_ny/mc_donald_s.html,http://www.citysearch.com/profile/661981444/oneonta_ny/mcdonald_s.html","https://www.mcdonalds.com/us/en-us/location/NY/ONEONTA/RT-23--GRAND/6871.html?cid=RF:YXT:RoN::Clicks,http://mcdonalds.com/",{},New York,{},average
